#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTTITLE_WCCLS_1;Education Initiated;Apprentissage débuté;Ausbildung begonnen;;;;;;;;;;;x
EVTDESC_WCFTW_100;A storm brews over the southern reaches of Azeroth, within the Black Morass. A gateway, the Dark Portal, has been opened to a dying world known as Draenor - home to wild beasts, orcs, ogres and many other vile creatures. Bloodthirsty and in search of new lands, the orcish clans have united beneath a powerful Warchief who rules the Horde with an iron first. Now they seek to go through the Dark Portal and conquer Azeroth!;Une tempête se prépare dans la partie sud d'Azeroth, dans le Noir marécage. Un portail, la Porte des ténèbres, a été ouvert vers un monde mourant connu sous le nom de Draenor, où vivent des bêtes sauvages, des Orcs, des Ogres et de nombreuses autres viles créatures. Assoiffés de sang et à la recherche de nouvelles terres, les clans orcs se sont unis sous la bannière d'un puissant chef de guerre qui dirige la Horde d'une main de fer. Ils cherchent maintenant à traverser la Porte des ténèbres et à conquérir Azeroth !;Ein Sturm braut sich in den südlichen Regionen von Azeroth im Schwarzen Morast zusammen. Ein Tor, das dunkle Portal, wurde zu einer sterbenden Welt geöffnet, die als Draenor bekannt ist - Heimat von wilden Bestien, Orks, Ogern und unzähligen anderen abscheulichen Kreaturen. Blutrünstig und auf der Suche nach neuen Ländern haben sich die Ork-Clans unter einem mächtigen Kriegshäuptling vereinigt, der die Horde mit eiserner Hand regiert. Jetzt versuchen sie, das Dunkle Portal zu durchschreiten und ganz Azeroth zu erobern!;;;;;;;;;;;x
LOKTAR_OGAR;Lok'tar Ogar!;Lok'tar Ogar !;Lok'tar Ogar!;;;;;;;;;;;x
EVTOPTB_WCFTW_100;Something must be done about this!;Il faut faire quelque chose !;Wir müssen etwas dagegen unternehmen!;;;;;;;;;;;x
EVTOPTC_WCFTW_100;Let's see what happens.;Voyons ce qui se passe.;Lasst uns abwarten, was geschieht.;;;;;;;;;;;x
#LINE_REMOVED_DONT_TOUCH;As the great war between the Orcish Horde and the kingdom of Stormwind rages on, the human kingdom has lost much against the orcish invaders. Their envoys at our court now plead for our aid. How shall we answer?;Alors que la grande guerre entre la Horde des Orcs et le royaume de Hurlevent fait rage, le royaume humain a perdu beaucoup contre les envahisseurs orcs. Leurs envoyés à notre cour demandent maintenant notre aide. Qu'allons-nous répondre ?;Während der große Krieg zwischen der Orkhorde und dem Königreich von Stormwind tobt, haben die Menschen Stormwinds viel an die Orks verloren. Ihre Gesandten an unserem Hof plädieren jetzt für unsere Hilfe, wie sollen wir antworten?;;;;;;;;;;;x
#LINE_REMOVED_DONT_TOUCH;We're not going to send our troops to someone else's war.;Nous n'allons pas envoyer nos troupes pour une guerre qui n'est pas la nôtre.;Wir werden unsere Truppen nicht in einen fremden Krieg schicken.;;;;;;;;;;;x
#LINE_REMOVED_DONT_TOUCH;This does not concern us.;Cela ne nous concerne pas.;Das geht uns nichts an.;;;;;;;;;;;x
#LINE_REMOVED_DONT_TOUCH;Today, the infantry divisions of the dwarves of Ironforge arrived. Perhaps not all is lost...;Les divisions d'infanterie naines de Forgefer sont arrivées aujourd'hui. Peut-être que tout n'est pas perdu...;Heute kamen in der Hauptstadt die Infanteriedivisionen der Zwerge von Ironforge an. Vielleicht ist doch noch nicht alles verloren...;;;;;;;;;;;x
#LINE_REMOVED_DONT_TOUCH;Excellent!;Excellent !;Großartig!;;;;;;;;;;;x
EVTOPTA_case1_WCFTW_4;No one can stop the Horde now!;Personne ne peut plus arrêter la Horde !;Niemand kann die Horde jetzt noch aufhalten!;;;;;;;;;;;x
EVTOPTA_case2_WCFTW_4;Not all is lost.;Tout n'est pas perdu.;Es ist noch nicht alles verloren.;;;;;;;;;;;x
EVTOPTA_case3_WCFTW_4;We need to prepare for the worst.;Nous devons nous préparer au pire.;Wir müssen für das Schlimmste gewappnet sein.;;;;;;;;;;;x
EVTOPTA_case4_WCFTW_4;Crush my enemies!;Écrasez mes ennemis !;Zermalmt unsere Feinde!;;;;;;;;;;;x
EVTOPTA_case5_WCFTW_4;What should I do next?;Que dois-je faire ensuite ?;Was soll ich als nächstes tun?;;;;;;;;;;;x
EVTTITLE_WCFTW_4;The Invasion from Draenor;L'invasion de Draenor;Die Invasion von Draenor;;;;;;;;;;;x
EVTDESC_WCDAC_4014;One seat in the council of [target_loyal_ruler.GetTitledFirstName] is empty. It is better to give it to one of the members of the Shadow Council, so you do not lose control over the people.;Un siège au conseil de [target_loyal_ruler.GetTitledFirstName] est vide. Il est préférable de le donner à l'un des membres du conseil des Ombres, afin de ne pas perdre le contrôle du peuple.;Ein Platz im Rat von [target_loyal_ruler.GetTitledFirstName] ist leer. Um die Kontrolle über die Horde nicht zu verlieren, wäre es besser, eines der Mitglieder des Schattenrats einzusetzen.;;;;;;;;;;;x
EVTOPTB_WCDAC_4014;I'll appoint a trusted person from my court.;Je vais nommer une personne de confiance de ma cour.;Ich werde eine vertrauenswürdige Person meines Hofes ernennen.;;;;;;;;;;;x
EVTOPTC_WCDAC_4014;We must appoint one of our new acolytes.;Nous devons nommer l'un de nos nouveaux acolytes.;Wir müssen einen unserer neuen Akolyten ernennen.;;;;;;;;;;;x
EVTOPTA_WCDAC_4014;I know the right person for the job.;Je connais la bonne personne pour ça.;Ich habe genau die richtige Person für diese Aufgabe.;;;;;;;;;;;x
has_class_trait_trigger_tooltip;Has a class\n;À une classe\n;Hat eine Klasse\n;;;;;;;;;;;x
is_mage_class_trigger_tooltip;Is a mage\n;Est un mage\n;Ist ein[Root.GeteFemale] Magier[Root.GetinFemale]\n;;;;;;;;;;;x
is_hunter_class_trigger_tooltip;Is a hunter\n;Est un chasseur\n;Ist ein[Root.GeteFemale] Jäger[Root.GetinFemale]\n;;;;;;;;;;;x
is_warrior_class_trigger_tooltip;Is a warrior\n;Est un guerrier\n;Ist ein[Root.GeteFemale] Krieger[Root.GetinFemale]\n;;;;;;;;;;;x
is_paladin_class_trigger_tooltip;Is a paladin\n;Est un paladin\n;Ist ein[Root.GeteFemale] Paladin[Root.GetinFemale]\n;;;;;;;;;;;x
is_priest_class_trigger_tooltip;Is a priest\n;Est un prêtre\n;Ist ein[Root.GeteFemale] Priester[Root.GetinFemale]\n;;;;;;;;;;;x
is_rogue_class_trigger_tooltip;Is a rogue\n;Est un voleur\n;Ist ein[Root.GeteFemale] Schurk[Root.GetinFemale][Root.GeteFemaleOpp]\n;;;;;;;;;;;x
is_warlock_class_trigger_tooltip;Is a warlock\n;Est un démoniste\n;Ist ein[Root.GeteFemale] Hexenmeister[Root.GetinFemale]\n;;;;;;;;;;;x
is_shaman_class_trigger_tooltip;Is a shaman\n;Est un chaman\n;Ist ein[Root.GeteFemale] Schaman[Root.GeteMale][Root.GetinFemale]\n;;;;;;;;;;;x
is_druid_class_trigger_tooltip;Is a druid\n;Est un druite\n;Ist ein[Root.GeteFemale] Druid[Root.GeteFemaleOpp][Root.GetinFemale]\n;;;;;;;;;;;x
is_loa_priest_class_trigger_tooltip;Is a Loa priest\n;Est un prêtre Loa\n;Ist ein[Root.GeteFemale] Loa-Priester[Root.GetinFemale]\n;;;;;;;;;;;x
is_death_knight_class_trigger_tooltip;Is a death knight\n;Est un chevalier de la mort\n;Ist ein[Root.GeteFemale] Todesritter[Root.GetinFemale]\n;;;;;;;;;;;x
is_necromancer_class_trigger_tooltip;Is a necromancer\n;Est un nécromancien\n;Ist ein[Root.GeteFemale] Totenbeschwörer[Root.GetinFemale]\n;;;;;;;;;;;x
is_shadow_priest_class_trigger_tooltip;Is a shadow priest\n;Est un prêtre des ombres\n;Ist ein[Root.GeteFemale] Schattenpriester[Root.GetinFemale]\n;;;;;;;;;;;x
EVTDESC_WCSDW_100;A mysterious message came to you from an unknown person. It describes a powerful artifact capable of subduing the will of some of the most powerful creatures in the world. The artifact is well hidden somewhere in Azeroth, but the unknown person attached a map to the "treasure" with enough detail that finding it will be rather simple.;Un mystérieux message vous est parvenu d'une personne inconnue. Il décrit un artefact puissant capable de soumettre la volonté de certaines des créatures les plus puissantes du monde. L'artefact est bien caché quelque part en Azeroth, mais l'inconnu a joint une carte au « trésor » avec suffisamment de détails pour qu'il soit facile de le trouver.;Eine geheimnisvolle Nachricht wurde Euch heute von einem Unbekannten überbracht. Der anonyme Autor spricht darin von einem mächtigen Artefakt, das den Willen einiger der mächtigsten Kreaturen unterwerfen kann. Das Artefakt ist irgendwo in Azeroth versteckt, aber die unbekannte Person hat eine Schatzkarte beigefügt und es sollte nicht allzu schwer sein, den Schatz zu finden.;;;;;;;;;;;x
EVTOPTA_WCSDW_100;Interesting... if I had it I could crush my enemies!;Intéressant... si je le trouvais, je pourrais écraser mes ennemis !;Interessant... Damit könnte ich meine Feinde zermalmen.;;;;;;;;;;;x
EVTOPTA_WCSDW_100_tooltip;You start searching for the §Yartifact§!;Vous commencez à chercher l'§Yartefact§!.;Ihr beginnt, nach dem §YArtefakt§! suchen zu lassen;;;;;;;;;;;x
EVTOPTB_WCSDW_100;This has to be a trap. I'll ignore it.;Ce doit être un piège. Je vais l'ignorer.;Das ist mit Sicherheit eine Falle. Wir werden diese „Karte“ ignorieren.;;;;;;;;;;;x
EVTOPTB_WCSDW_100_tooltip;§YArtifacts§! remains hidden from the eyes of all outsiders.;L'§Yartefact§! reste caché aux yeux de tous les étrangers.;§YDas Artefakt§! bleibt vor den Augen der Uneingeweihten verborgen.;;;;;;;;;;;x
EVTDESC_WCSDW_101;After searching for a while, you have found the object. It looks like a simple golden talisman, but it radiates with a tremendous amount of power. The talisman flickers and it seems to whisper to you...;Après avoir cherché pendant un certain temps, vous avez trouvé l'objet en question. Il ressemble à un simple talisman doré, mais il dégage une puissance énorme. Le talisman vacille et semble vous murmurer quelques mots...;Nach kurzer Suche findet Ihr ein Objekt. Es wirkt wie ein einfacher, goldener Talisman, aber es strahlt eine enorme Kraft aus. Der Talisman flackert und scheint Euch zuzuflüstern...;;;;;;;;;;;x
EVTOPTA_WCSDW_101;Ignore the whispers and take the artifact.;Ignorez les murmures et prenez l'artefact.;Ignoriert das Flüstern und nehmt das Artefakt.;;;;;;;;;;;x
EVTTITLE_WCSDW_250;Destruction of the Dark Portal;La destruction de la Porte des ténèbres;Die Zerstörung des dunklen Portals;;;;;;;;;;;x
EVTDESC_WCSDW_250;After suffering several terrible defeats, the Horde and its forces have retreated back to the Dark Portal. The Horde has been ruthlessly harassed by their enemies, so the sight of the portal home brings much-needed relief to their weary eyes. Upon arrival, the enemies of the Horde descended upon them, forcing them to retreat back through the portal and back to Draenor. Upon finding the source of so much ruin and chaos, the enemies of the Horde sought to end the threat once and for all. After many a stone and spell, the Dark Portal was no more. With its frame destroyed, the link between worlds still remains as an unseen scar in the fabric of reality.;Après avoir subi plusieurs terribles défaites, la Horde et ses forces se sont repliées vers la Porte des ténèbres. La Horde a été impitoyablement poursuivie par ses ennemis, alors la vue du portail et sa destination apporte un soulagement bien nécessaire aux yeux fatigués de ses guerriers. À leur arrivée, les ennemis de la Horde ont fondu sur eux, les forçant à se replier à travers le portail et revenir en Draenor. Après avoir trouvé la source de tant de ruines et de chaos, les ennemis de la Horde ont cherché à mettre fin à la menace une fois pour toutes. Après de nombreux coups et sorts, la Porte des ténèbres n'était plus. Son cadre ayant été détruit, il ne reste de lien entre les mondes qu'une cicatrice invisible dans le tissu de la réalité.;Nachdem die Horde viele schwere Niederlagen erlitten hatte, zog sie sich hastig zurück zum dunklen Portal. Unglücklicherweise wurden sie dabei von ihren Feinden, die das dunkle Portal endlich entdecken wollten, rücksichtslos verfolgt. Dort angekommen, fielen ihre Feinde über die Armeen der Horde her und drängten sie nach Draenor zurück. Als das dunkle Portal vor ihnen lag, beschlossen sie, es ein für allemal zu beenden und das es mit Hilfe ihrer Magier zu zerstören. Als die Magier ihren Zauberspruch beendet hatten, zerbrach das dunkle Portal und zerfiel zu Staub. Die Horde wird Azeroth nie wieder bedrohen. Jedoch, mit dem zerstörten Rahmen bleibt die Verbindung zwischen den Welten noch immer eine unsichtbare Narbe im Gewebe der Realität.;;;;;;;;;;;x
EVTDESC_WCFTW_201;[From.GetFirstName] is a traitor. It was [From.GetHerHim], who opened the portal between Draenor and Azeroth and condemned us to this nightmare. [From.GetHerHimCap] will not be forgiven.;[De.GetFirstName] est un traître. C'est lui qui a ouvert le portail entre Draenor et Azeroth et nous a condamnés à ce cauchemar. [From.GetHerHimCap] ne sera pas pardonné.;[From.GetFirstName] ist ein Verräter. Es war [From.GetSheHe], [From.Getderdie] das Portal zwischen Draenor und Azeroth öffnete und uns zu diesem Albtraum verdammte. [From.GetIhmIhr] wird nicht vergeben werden.;;;;;;;;;;;x
EVTDESC_WCFTW_200;You have collected enough energy to create the portal to Draenor and allow all of the Horde to go to Azeroth.;Vous avez collecté assez d'énergie pour créer le portail vers Draenor et permettre à toute la Horde de se rendre en Azeroth.;Ihr habt genug Energie gesammelt, um das Portal nach Draenor zu erweitern und die gesamte Horde nach Azeroth zu bringen.;;;;;;;;;;;x
EVTOPTA_WCFTW_201;[target_medivh.GetFirstName] betrayed us!;[target_medivh.GetFirstName] nous a trahis !;[target_medivh.GetFirstName] hat uns verraten!;;;;;;;;;;;x
